64932331||9||
64673096||8||
65140712||8||
105483743||9||
106612658||8||
41163349||7||
41720513||9||
41944523||9||
42180004||9||
945582||8||
50888938||9||
50796415||10||
55312460||10||
55870756||12||
55709875||11||
56147154||11||
56111067||11||
56088945||10||
56018593||9||
935203||8||
1144736||8||
1939406||10||
1122413||9||
861285||8||
1030151||8||
49475138||10||
1111734||9||
1350992||9||
51551520||10||
52540805||12||
98570876||14||
99193082||15||
75456277||15||
75802268||15||
75820841||14||
76083906||13||
75893918||12||
76347730||11||
76685331||11||
1496045||10||
1257968||9||
74278732||10||
1249252||9||
970579||8||
746098||7||
942417||7||
26440700||9||
972754||8||
791113||7||
28530690||9||
1439608||9||
1415173||9||
1419871||9||
2217607||11||
1435681||10||
53173691||11||
1483871||10||
1918006||10||
2740206||10||
2480038||11||
1502677||10||
1236608||9||
1599188||9||
1131010||8||
1308783||8||
63115115||9||
62946070||9||
62982677||9||
63438942||9||
58801580||9||
59817765||11||
59215095||10||
1816795||10||
1330444||9||
1941961||10||
2758390||12||
2513711||12||
65433921||13||
165114067||15||
131620183||17||
316672643||18||
313922259||18||
251167229||17||
160279314||19||
191734424||18||
128916428||17||
61752552||19||
123451091||18||
131680519||17||
66240624||19||
131806222||19||
133327536||21||
133531235||21||
134170827||20||
135638686||22||
137379311||22||
137214860||21||
137754744||22||
143112296||21||
137917016||20||
137402644||19||
73019390||18||
74885209||20||
75075023||21||
6038960||20||
5437903||19||
6325548||20||
5424107||19||
4910705||18||
4376764||17||
3876045||16||
3404151||15||
3557428||15||
2951292||14||
2533549||13||
2711702||13||
3747805||15||
3531279||15||
3457411||15||
3540707||15||
3007658||14||
3115400||14||
36916519||14||
3157478||14||
40597849||14||
72406521||13||
72591069||12||
76661036||14||
34981361||16||
165022054||17||
82356574||16||
3422005||15||
2967562||14||
2542606||13||
3268677||14||
2536515||13||
2163565||12||
2847126||13||
2729177||13||
3805633||15||
90935081||17||
91816023||16||
90672701||16||
86300846||18||
167668334||17||
169894216||19||
170107306||19||
171388627||20||
171592340||20||
171446368||19||
172237599||19||
171696585||18||
171546333||17||
50029888||19||
166478243||18||
167436631||19||
167824006||19||
168298145||18||
41653868||18||
89892437||18||
89319525||17||
90791073||18||
90815528||18||
89594458||17||
90872376||18||
90043402||17||
90546583||17||
219901884||19||
221532850||21||
222905503||22||
224687743||24||
226593806||26||
228790505||26||
227299991||25||
227872844||24||
228576723||24||
322651170||25||
229104564||24||
225832570||23||
240149435||24||
231474667||24||
325999557||25||
325854064||24||
233133434||23||
234860062||24||
235556436||25||
235652466||24||
236037568||24||
236898361||23||
344027511||24||
341695577||26||
240304468||26||
150480225||26||
149694733||25||
155855191||24||
8120022||23||
8358167||23||
7448702||22||
9183053||24||
8996212||24||
10749669||26||
12335021||28||
13010817||29||
11985187||28||
11028592||27||
10297021||26||
14630846||28||
112933768||30||
111608163||29||
111346943||28||
110318475||27||
109768735||26||
108840966||25||
211853387||26||
204780460||25||
204670723||24||
110692146||25||
11615513||27||
10306569||26||
9557044||25||
8833468||24||
10721288||26||
12476847||28||
14150443||30||
12663476||29||
12806675||29||
12952418||29||
11867414||28||
114487961||30||
113745799||30||
112936703||29||
118539616||30||
114114231||29||
114106155||29||
213560677||30||
161980573||29||
222559154||30||
222229516||29||
221221276||28||
224197546||30||
226207182||31||
225065011||30||
224340472||29||
428374282||30||
433623072||30||
325136970||29||
325724912||29||
327557728||30||
328782533||30||
222258470||29||
221546727||29||
221847300||28||
221919234||28||
222340444||28||
224350373||28||
222276955||27||
222972940||27||
224338530||27||
334102868||29||
334430109||29||
333966029||28||
335413825||27||
333300682||26||
334308060||26||
334757395||25||
336571213||26||
342429955||27||
346789487||29||
343821383||30||
235154793||29||
237609806||30||
243574335||30||
242817297||29||
351780731||30||
350827194||29||
352218654||29||
351947374||29||
233219315||28||
232625582||28||
234061585||28||
232768911||27||
358734478||29||
362684862||29||
361502967||29||
363602572||29||
374855825||31||
368848054||33||
368567288||32||
368355862||31||
375323712||31||
369323095||31||
482988003||32||
482412904||31||
483851090||31||
485296200||30||
486122629||29||
189627747||30||
369924391||29||
369412633||28||
242494563||27||
242399785||26||
250801982||27||
251370609||27||
374550212||27||
373063066||29||
375244393||31||
376629449||32||
377842483||32||
496847433||32||
615338857||34||
619971489||36||
618387903||35||
618747718||34||
620627992||34||
620822447||35||
622930728||35||
629375718||35||
631205969||35||
640563279||34||
641586106||33||
652534578||34||
782123525||36||
776705490||35||
649445176||34||
519017829||33||
529171972||33||
514255813||33||
512169903||33||
520769152||33||
515364041||33||
516437692||34||
396930873||33||
395035802||34||
394846448||34||
397063993||34||
268959789||33||
276571126||34||
271981614||34||
271669108||33||
272513942||33||
270665476||32||
273520478||33||
272825325||32||
338866527||34||
339936841||34||
337295230||33||
341254703||34||
68581451||34||
469225947||35||
466075081||34||
475381294||36||
464229943||35||
468623738||34||
341173120||34||
341095293||33||
340880592||32||
341370791||31||
275157657||30||
275046430||29||
426886193||30||
295339979||29||
294784437||28||
426803508||28||
291371680||27||
291632627||26||
429650335||28||
426163438||27||
504570439||27||
506755805||28||
508091880||27||
507253238||27||
507159932||26||
509480583||27||
303955487||27||
512684167||29||
513272890||29||
513293118||28||
655423404||29||
867010041||31||
1002516339||33||
1005314543||33||
1001878926||33||
1004642014||32||
1142858793||34||
1294195576||35||
429410134||36||
1288692641||36||
1243860176||35||
353855923||35||
1227347493||34||
1084665245||33||
435040148||32||
1014438908||31||
218530464||32||
1019396571||33||
1025363646||35||
1181929401||37||
1028649755||36||
891460272||35||
884896227||34||
909977732||36||
754943539||35||
747816049||34||
901871197||35||
890223172||34||
1042173465||35||
1032008783||34||
602215679||35||
151850776||37||
901185842||37||
901805854||37||
752122952||36||
757938504||35||
746320676||35||
1075960818||36||
740324177||35||
1183153345||37||
537783095||36||
1056599126||36||
1055391341||36||
1057147354||36||
910921902||35||
765559077||34||
763598203||33||
767219739||35||
926950317||37||
922990926||37||
920506497||37||
995986090||37||
1004167475||38||
852552742||37||
159363118||39||
853170951||39||
852757196||39||
855220825||40||
859793334||40||
871411312||40||
959493036||41||
952382798||40||
952039524||39||
949324737||41||
472740124||43||
1423197773||45||
1429971001||45||
1438712586||47||
1518837657||48||
1753132020||49||
1816951786||50||
1847271358||50||
1817898501||51||
1684446251||51||
1678639048||50||
1560832614||50||
1707336748||52||
1784889568||52||
