96612||4||
229590||4||
397665||4||
735689||6||
10185051||7||
5887296||7||
54963536||8||
29736910||8||
1275350||8||
10265552||10||
7394510||10||
31642180||12||
42037305||12||
72454341||12||
78531983||12||
78474155||14||
91058262||15||
101786011||16||
127121268||16||
80113718||15||
126801150||17||
117526045||16||
97470451||15||
107881485||14||
86248015||13||
100317818||14||
117716370||16||
49941290||15||
76873825||14||
90750976||14||
104758682||16||
105373605||16||
79183793||15||
104713758||17||
94511455||16||
93585239||16||
83929260||15||
118514036||16||
108240739||16||
154188335||17||
154035710||17||
112028339||16||
109916540||15||
81058599||15||
96904941||15||
98357273||15||
61714099||14||
26469435||13||
10400935||13||
22617734||12||
52111581||12||
50794992||11||
90067425||13||
99042709||13||
129057680||14||
167895829||15||
130119749||14||
148807429||14||
143516761||14||
87533646||13||
67035532||12||
106939753||12||
82065755||12||
63327241||12||
65132206||13||
86521759||15||
80183598||16||
82750060||15||
75925297||15||
122661702||16||
145958980||17||
158394870||17||
164368227||17||
161862730||17||
123693424||17||
122679705||17||
73703742||17||
80243000||19||
78883201||19||
60962630||19||
35292755||18||
15861310||17||
43607690||17||
70604524||17||
51695240||19||
93572064||19||
80452854||19||
99986007||19||
80770739||18||
128043790||20||
123169201||20||
113023915||19||
57402688||19||
67369290||19||
76035634||20||
121509771||22||
120737224||23||
122352661||25||
124367670||24||
126241901||23||
39614||4||
20008||3||
22357296||5||
55776810||7||
22488294||7||
18433293||7||
31378157||8||
78836734||9||
67665043||10||
69305128||9||
95103685||10||
95494417||10||
114262688||10||
101976169||10||
81334376||9||
85741887||10||
35191513||9||
45459352||9||
54477182||11||
72818924||12||
64936549||11||
54115707||10||
57909598||10||
57857208||10||
54792014||9||
40765734||9||
40497739||9||
16838892||8||
6031817||7||
1022848||7||
5765878||6||
7271700||6||
748573||6||
5914826||6||
1116683||7||
7935575||8||
6471801||8||
33061202||8||
6659823||8||
6561979||7||
6489404||7||
7229330||6||
6528899||6||
24554134||6||
6550668||5||
6190494||5||
7556755||4||
222788||3||
6057785||3||
204483||3||
302187||2||
1321317||3||
18796||2||
93165||1||
667511||1||
18264||1||
2884887||1||
98235||3||
7063120||3||
7159360||3||
6933717||3||
6368186||3||
231364||3||
34957214||5||
35373294||7||
12873030||7||
1110912||6||
630231||5||
14827743||5||
6937214||5||
529502||5||
7506540||7||
7738545||6||
25818013||6||
19744801||6||
23345891||8||
7383791||7||
9064922||7||
7587272||6||
400340||5||
8116615||4||
6233093||3||
342171||4||
46648220||6||
6770471||5||
51212374||7||
52893967||6||
7161473||5||
318828||4||
67182219||5||
64197725||4||
235942||3||
19712359||5||
7894107||5||
7208060||5||
28224113||4||
6912607||5||
7006192||6||
7137609||6||
9551303||8||
120476||4||
114404||3||
29466432||5||
13556841||7||
29857536||7||
34609584||7||
43711114||8||
41516950||9||
55013480||10||
65708807||9||
91630054||10||
57538823||9||
59670818||9||
102611980||9||
51449539||11||
69862003||13||
70979728||14||
76603851||13||
66037132||13||
71997385||13||
47500725||12||
59549833||14||
65081651||14||
37358628||13||
59996329||13||
36102601||12||
18988704||11||
18409887||11||
6830583||10||
6454920||9||
43615213||9||
38000249||9||
55905872||10||
35475077||9||
68985298||11||
119695341||12||
43159611||11||
70975479||11||
60282666||11||
7530335||10||
18365605||9||
7542389||8||
6697234||8||
7302428||7||
6496547||7||
6201233||6||
6703876||5||
6932074||4||
6267257||4||
6207715||4||
3618392||3||
128691||2||
5907934||4||
250951||4||
348353||4||
6100365||4||
16061947||3||
6208607||3||
6556249||3||
214091||3||
5593095||3||
5698431||3||
5957757||5||
339506||4||
6237521||4||
179396||3||
85871||2||
3502405||2||
3663236||2||
302567||2||
6971338||4||
26720||3||
21931||2||
5371300||2||
5492205||2||
15039250||4||
16865133||4||
291456||3||
113212||2||
19536||1||
20809||2||
98755||1||
127539||4||
28824||3||
5439777||5||
29703867||7||
27440174||7||
20189754||7||
1290970||8||
1017297||7||
7685806||6||
7869821||6||
6421487||8||
27159519||8||
27917641||8||
32596019||8||
60490716||10||
23148399||12||
93086656||13||
86282851||13||
75287992||13||
48152749||12||
67230980||14||
57257035||14||
58035393||13||
41086833||12||
27261060||11||
52227315||11||
52284604||10||
37540959||9||
55204257||8||
35879805||8||
16442030||8||
19139535||8||
21549645||8||
8185172||10||
14576204||9||
42636150||11||
7121138||10||
6913549||9||
7060384||9||
6659975||8||
6635628||8||
7766558||7||
6189231||6||
5969280||5||
386554||4||
452748||4||
216205||3||
333144||2||
5460726||3||
134172||2||
10844908||4||
5622048||4||
333475||4||
42096358||4||
6191325||6||
6075197||5||
7715424||5||
344135||4||
501931||4||
27917288||6||
46367493||7||
93053773||8||
140306966||10||
106721651||9||
65003876||8||
9966772||8||
10503928||8||
46921312||10||
55832234||9||
34943000||8||
47521515||7||
68899237||7||
30422955||9||
1990270||9||
19280551||10||
51638763||12||
52964659||11||
58929299||10||
61287289||12||
78620358||12||
113668464||12||
59091072||11||
78683948||11||
64657606||11||
24908038||10||
25390545||11||
25632657||10||
26068974||9||
53402570||11||
52121268||11||
92541974||11||
86868250||10||
108208059||11||
115408846||12||
127955335||12||
110101178||11||
98449246||11||
99279654||13||
28361742||13||
12205480||12||
47249||4||
23784||3||
1323471||5||
15121795||7||
20174948||7||
943047||7||
64277794||8||
24883812||9||
25496463||10||
24846863||9||
74302046||10||
42463875||10||
72491300||10||
73068572||10||
76026408||12||
39342584||11||
39332166||10||
39803901||10||
39681551||9||
40002691||8||
28729503||7||
29451765||8||
29591819||8||
29796721||8||
29782966||7||
590687||6||
414117||5||
276358||4||
160290||3||
343634||3||
71995||2||
236142||2||
227246||2||
615234||4||
13315||3||
11161||2||
225943||2||
443260||3||
332553||3||
551654||4||
155321||3||
333786||3||
319789||3||
72015||2||
618820||4||
120465||3||
71664||2||
8015||1||
58109||4||
19827||3||
21889632||5||
23105129||7||
20024566||7||
37472270||7||
38033521||8||
41029187||9||
41735161||10||
41739207||9||
51412499||10||
52085772||10||
53985232||10||
80564153||10||
100862171||12||
49903852||14||
28778383||15||
105864015||14||
83950581||14||
84745510||14||
51561849||13||
53388333||15||
31060171||15||
30551025||14||
2511537||13||
2751648||13||
2241943||12||
2381905||12||
2420256||12||
1944906||11||
1632910||10||
1767913||10||
1773113||10||
2966560||11||
3267915||11||
4024804||12||
2998912||13||
4159476||13||
2861053||13||
2845633||13||
37560184||14||
37464555||14||
37691130||14||
37247477||13||
66391749||13||
69733341||13||
37446863||12||
2443170||12||
1876076||11||
1596363||10||
1742066||10||
1774516||10||
1746463||10||
1286502||9||
1448345||9||
1820973||10||
1256215||9||
1458404||9||
1434719||9||
34587452||11||
34456457||11||
1533825||10||
1718181||10||
1733379||10||
1257647||9||
54717385||9||
53188970||8||
792245||7||
577913||6||
398437||5||
615063||5||
604503||5||
633037||5||
1396318||7||
468188||6||
760605||6||
718807||6||
1445249||8||
704240||7||
954179||7||
539861||6||
384631||5||
1214466||7||
65052897||7||
66042492||9||
66639471||11||
65744976||11||
63951874||10||
